"","views","mature","life_time","created_at","updated_at","numeric_id","dead_account","language","affiliate"
"114426",83848,1,1528,"2014-08-06","2018-10-12",114425,0,"EN",1
"3216",629179,1,1674,"2014-03-13","2018-10-12",3215,0,"EN",0
"129564",58323,1,1052,"2015-11-25","2018-10-12",129563,0,"EN",1
"85757",1330105,1,1471,"2014-10-02","2018-10-12",85756,0,"EN",0
"110346",264643346,0,2664,"2011-06-27","2018-10-12",110345,0,"EN",0
"47140",50555,1,1466,"2014-10-07","2018-10-12",47139,0,"EN",1
"139994",5781,1,1482,"2014-09-18","2018-10-09",139993,0,"EN",0
"85702",44779144,1,2464,"2012-01-13","2018-10-12",85701,0,"EN",0
"52704",206941623,0,4161,"2007-05-22","2018-10-12",52703,0,"EN",0
"83827",200667,0,1622,"2014-05-04","2018-10-12",83826,0,"EN",0
"119035",46261689,0,2700,"2011-05-22","2018-10-12",119034,0,"EN",0
"158618",96210,0,1337,"2015-02-13","2018-10-12",158617,0,"EN",1
"96189",350042,1,2174,"2012-10-29","2018-10-12",96188,0,"EN",0
"60589",99791351,0,2502,"2011-12-06","2018-10-12",60588,0,"EN",0
"38151",989,0,1771,"2013-11-01","2018-09-07",38150,0,"EN",0
"2517",102,0,2066,"2013-02-06","2018-10-04",2516,0,"EN",0
"23506",7448777,0,3556,"2009-01-16","2018-10-12",23505,0,"EN",0
"74039",72647,1,963,"2016-02-22","2018-10-12",74038,0,"EN",1
"157443",90003,1,494,"2017-06-05","2018-10-12",157442,0,"PT",1
"112902",13746,1,2230,"2012-09-03","2018-10-12",112901,0,"EN",0
"152297",99991847,0,3376,"2009-07-15","2018-10-12",152296,0,"EN",0
"17029",222108,1,1720,"2014-01-26","2018-10-12",17028,0,"EN",1
"114926",59465,1,2112,"2012-12-26","2018-10-08",114925,0,"EN",0
"94781",36871,1,939,"2016-03-16","2018-10-11",94780,0,"EN",1
"144644",294116493,0,2577,"2011-09-22","2018-10-12",144643,0,"EN",0
"21004",7004359,0,2620,"2011-08-10","2018-10-12",21003,0,"EN",0
"42178",12534446,0,2658,"2011-07-03","2018-10-12",42177,0,"EN",0
"161363",213931993,0,2359,"2012-04-27","2018-10-12",161362,0,"EN",0
"10098",68211662,0,2740,"2011-04-12","2018-10-12",10097,0,"EN",0
"163909",2587,1,1943,"2013-06-16","2018-10-11",163908,0,"EN",0
"108810",58767961,0,3073,"2010-05-14","2018-10-12",108809,0,"EN",0
"73895",12519,0,1966,"2013-05-24","2018-10-11",73894,0,"EN",1
"2392",77484,1,813,"2016-07-21","2018-10-12",2391,0,"EN",1
"153673",14732911,1,2643,"2011-07-18","2018-10-12",153672,0,"EN",0
"121219",35974,1,1791,"2013-11-16","2018-10-12",121218,0,"EN",1
"119923",135549,1,2188,"2012-10-15","2018-10-12",119922,0,"EN",1
"154141",522,0,1865,"2013-08-16","2018-09-24",154140,0,"EN",0
"40327",834554,0,4161,"2007-05-22","2018-10-12",40326,0,"EN",0
"66606",480017,1,3112,"2010-04-05","2018-10-12",66605,0,"EN",0
"139735",139332,1,1381,"2014-12-31","2018-10-12",139734,0,"EN",1
"55743",6706,1,1596,"2014-05-28","2018-10-10",55742,0,"EN",1
"31983",121384763,0,1030,"2015-12-17","2018-10-12",31982,0,"EN",0
"59091",1500,0,930,"2016-03-26","2018-10-12",59090,0,"EN",1
"88249",33174598,0,2358,"2012-04-28","2018-10-12",88248,0,"EN",0
"128865",297117159,0,2314,"2012-06-11","2018-10-12",128864,0,"EN",0
"374",2164135,0,2028,"2013-03-24","2018-10-12",373,0,"EN",0
"100603",1983138,0,1859,"2013-09-09","2018-10-12",100602,0,"EN",0
"101329",5080165,0,2622,"2011-08-08","2018-10-12",101328,0,"EN",0
"12135",16220353,1,2650,"2011-07-11","2018-10-12",12134,0,"EN",0
"104048",21311456,0,1259,"2015-05-02","2018-10-12",104047,0,"EN",0
"35409",16549560,1,1534,"2014-07-31","2018-10-12",35408,0,"EN",0
"63089",1312190,1,1249,"2015-05-12","2018-10-12",63088,0,"EN",0
"21413",12676624,0,3528,"2009-02-13","2018-10-12",21412,0,"EN",0
"55891",2331400,0,3262,"2009-11-06","2018-10-12",55890,0,"EN",0
"129055",477843,1,2753,"2011-03-30","2018-10-12",129054,0,"EN",0
"25950",10073442,1,1300,"2015-03-22","2018-10-12",25949,0,"EN",0
"165174",149241,0,1796,"2013-11-11","2018-10-12",165173,0,"EN",0
"3460",423,1,1008,"2015-10-17","2018-07-21",3459,0,"EN",0
"106248",2490587,0,1417,"2014-11-25","2018-10-12",106247,0,"JA",0
"72999",6570807,0,2314,"2012-06-11","2018-10-12",72998,0,"EN",0
"49969",42499202,0,1654,"2014-04-02","2018-10-12",49968,0,"EN",0
"94980",39853116,0,2370,"2012-04-16","2018-10-12",94979,0,"EN",0
"112772",88686373,0,3131,"2010-03-17","2018-10-12",112771,0,"EN",0
"72757",3699893,0,1336,"2015-02-14","2018-10-12",72756,0,"EN",0
"37233",10797423,0,2326,"2012-05-30","2018-10-12",37232,0,"EN",0
"139500",609082,0,1491,"2014-09-12","2018-10-12",139499,0,"EN",0
"122823",71592749,0,2200,"2012-10-03","2018-10-12",122822,0,"EN",0
"76962",41992253,0,2326,"2012-05-30","2018-10-12",76961,0,"EN",0
"61781",12010801,1,1787,"2013-11-20","2018-10-12",61780,0,"EN",0
"123275",6136474,1,1895,"2013-08-04","2018-10-12",123274,0,"EN",0
"12035",1328107,1,1904,"2013-07-26","2018-10-12",12034,0,"EN",0
"78368",57772302,0,1736,"2014-01-10","2018-10-12",78367,0,"EN",0
"26310",203471447,0,2371,"2012-04-15","2018-10-12",26309,0,"EN",0
"119717",22400233,1,2480,"2011-12-28","2018-10-12",119716,0,"FR",0
"63731",8090250,0,2439,"2012-02-07","2018-10-12",63730,0,"EN",0
"74909",7317117,1,2221,"2012-09-12","2018-10-12",74908,0,"EN",0
"98091",4029789,0,2599,"2011-08-31","2018-10-12",98090,0,"EN",0
"86322",12728466,1,3640,"2008-10-24","2018-10-12",86321,0,"EN",0
"93414",88159,1,2719,"2011-05-03","2018-10-12",93413,0,"EN",1
"119018",5584658,1,2302,"2012-06-23","2018-10-12",119017,0,"EN",0
"165249",2599378,1,1334,"2015-02-16","2018-10-12",165248,0,"EN",0
"133936",20665,0,1276,"2015-04-14","2018-10-11",133935,0,"EN",1
"59823",3255584,1,1147,"2015-08-22","2018-10-12",59822,0,"EN",0
"16380",19496518,0,2103,"2013-01-08","2018-10-12",16379,0,"EN",0
"113075",20302758,0,2041,"2013-03-11","2018-10-12",113074,0,"EN",0
"148670",3963013,0,2246,"2012-08-18","2018-10-12",148669,0,"EN",0
"146934",22985,1,2361,"2012-04-25","2018-10-12",146933,0,"EN",0
"89070",11694330,1,2988,"2010-08-07","2018-10-12",89069,0,"EN",0
"91432",96852200,0,2356,"2012-04-30","2018-10-12",91431,0,"EN",0
"157788",291568,0,1505,"2014-08-29","2018-10-12",157787,0,"EN",0
"11884",5215220,0,1604,"2014-05-22","2018-10-12",11883,0,"EN",0
"158404",202252218,0,2359,"2012-04-27","2018-10-12",158403,0,"EN",0
"13431",43534,0,1038,"2015-12-09","2018-10-12",13430,0,"EN",1
"78355",11209210,1,3246,"2009-11-22","2018-10-12",78354,0,"EN",0
"164793",7087415,0,2589,"2011-09-10","2018-10-12",164792,0,"EN",0
"162053",36964844,0,1969,"2013-05-22","2018-10-12",162052,0,"EN",0
"132937",13390502,1,2781,"2011-03-02","2018-10-12",132936,0,"EN",0
"39373",133196253,1,2440,"2012-02-06","2018-10-12",39372,0,"EN",0
"73940",17806262,1,2415,"2012-03-02","2018-10-12",73939,0,"EN",0
"132760",6327443,0,2260,"2012-08-04","2018-10-12",132759,0,"EN",0
"73082",28037215,0,2488,"2011-12-20","2018-10-12",73081,0,"EN",0
"84686",9443,1,859,"2016-06-04","2018-10-11",84685,0,"EN",1
"124089",14875905,1,1956,"2013-06-04","2018-10-12",124088,0,"EN",0
"126774",67098676,0,2715,"2011-05-07","2018-10-12",126773,0,"EN",0
"90127",3291,0,1865,"2013-09-03","2018-10-12",90126,0,"EN",1
"127074",1375197,0,1916,"2013-07-14","2018-10-12",127073,0,"EN",0
"24716",6073046,1,3187,"2010-01-20","2018-10-12",24715,0,"EN",0
"117",13003233,0,3039,"2010-06-17","2018-10-12",116,0,"EN",0
"128329",1922958,1,2107,"2013-01-04","2018-10-12",128328,0,"EN",0
"109496",2195308,0,2777,"2011-03-06","2018-10-12",109495,0,"EN",0
"144090",34052448,0,2951,"2010-09-13","2018-10-12",144089,0,"EN",0
"137275",24193902,0,2281,"2012-07-14","2018-10-12",137274,0,"EN",0
"61406",43020255,1,2769,"2011-03-14","2018-10-12",61405,0,"EN",0
"130233",14902981,1,1601,"2014-05-25","2018-10-12",130232,0,"EN",0
"85823",40719337,1,3820,"2008-04-27","2018-10-12",85822,0,"EN",0
"103273",339233,0,1570,"2014-06-25","2018-10-12",103272,0,"EN",0
"96421",3935253,0,2680,"2011-06-11","2018-10-12",96420,0,"EN",0
"105993",25536634,0,2087,"2013-01-24","2018-10-12",105992,0,"EN",0
"5508",31436602,0,2988,"2010-08-07","2018-10-12",5507,0,"EN",0
"139588",61025138,1,1020,"2015-12-27","2018-10-12",139587,0,"EN",0
"105146",44198,1,983,"2016-02-02","2018-10-12",105145,0,"EN",1
"111665",5946,0,616,"2017-01-28","2018-10-06",111664,0,"EN",1
"7402",4298,1,710,"2016-10-31","2018-10-11",7401,0,"EN",1
"32817",4758816,0,3393,"2009-06-28","2018-10-12",32816,0,"EN",0
"58593",44669,0,2684,"2011-06-06","2018-10-11",58592,0,"EN",1
"56668",21442,0,471,"2017-06-28","2018-10-12",56667,0,"EN",1
"106873",1698969,0,1770,"2013-12-07","2018-10-12",106872,0,"EN",0
"152920",410778,0,2094,"2013-01-16","2018-10-11",152919,0,"EN",0
"37557",22466,0,772,"2016-08-31","2018-10-12",37556,0,"EN",1
"129397",49339700,0,1783,"2013-11-24","2018-10-12",129396,0,"EN",0
"152686",127584,0,1020,"2015-12-27","2018-10-12",152685,0,"EN",1
"19443",3441835,1,2455,"2012-01-22","2018-10-12",19442,0,"DE",0
"48813",5305,1,2114,"2012-12-27","2018-10-11",48812,0,"DE",1
"113005",6979262,1,2164,"2012-11-08","2018-10-12",113004,0,"EN",0
"128382",823146,1,1064,"2015-11-13","2018-10-12",128381,0,"EN",0
"31204",1918453,0,2140,"2012-12-02","2018-10-12",31203,0,"EN",0
"37638",43700186,0,2200,"2012-10-03","2018-10-12",37637,0,"EN",0
"125710",431714,1,1526,"2014-08-08","2018-10-12",125709,0,"EN",0
"160025",5536156,0,2007,"2013-04-14","2018-10-12",160024,0,"EN",0
"55262",20175019,1,3795,"2008-05-22","2018-10-12",55261,0,"EN",0
"120210",33395,0,2198,"2012-10-05","2018-10-12",120209,0,"EN",1
"68079",10957789,0,2180,"2012-10-23","2018-10-12",68078,0,"EN",0
"86716",9399142,1,2692,"2011-05-30","2018-10-12",86715,0,"EN",0
"70196",3733303,1,2234,"2012-08-30","2018-10-12",70195,0,"EN",0
"37964",1021477,1,1668,"2014-03-19","2018-10-12",37963,0,"EN",0
"9335",3127828,1,1346,"2015-02-04","2018-10-12",9334,0,"EN",0
"72569",1625545,0,2240,"2012-08-24","2018-10-12",72568,0,"EN",0
"120820",37642632,0,3181,"2010-01-26","2018-10-12",120819,0,"EN",0
"51509",6987159,1,2155,"2012-11-17","2018-10-12",51508,0,"EN",0
"74770",962661,0,1395,"2014-12-17","2018-10-12",74769,0,"EN",0
"68866",10826231,0,2597,"2011-09-02","2018-10-12",68865,0,"EN",0
"44920",27417,1,981,"2016-02-04","2018-10-12",44919,0,"EN",1
"126512",4339239,1,2069,"2013-02-11","2018-10-12",126511,0,"EN",0
"134274",11191559,1,2361,"2012-04-25","2018-10-12",134273,0,"EN",0
"126425",382412,1,2392,"2012-03-25","2018-10-12",126424,0,"EN",0
"53445",16099511,0,1887,"2013-08-12","2018-10-12",53444,0,"EN",0
"157432",2517551,1,1592,"2014-06-03","2018-10-12",157431,0,"EN",0
"102614",5007013,1,2367,"2012-04-19","2018-10-12",102613,0,"EN",0
"45560",233736,1,2045,"2013-03-07","2018-10-12",45559,0,"EN",1
"50707",9037,1,394,"2017-09-05","2018-10-04",50706,0,"EN",1
"37945",21584,1,1071,"2015-11-06","2018-10-12",37944,0,"EN",1
"110483",2398211,0,1786,"2013-11-21","2018-10-12",110482,0,"EN",0
"89416",5548,1,623,"2017-01-20","2018-10-05",89415,0,"EN",1
"40449",114693,0,2070,"2013-02-10","2018-10-12",40448,0,"EN",0
"39730",1740420,0,2087,"2013-01-24","2018-10-12",39729,0,"EN",0
"120463",2011180,1,1407,"2014-12-05","2018-10-12",120462,0,"EN",0
"146491",94456,1,2127,"2012-12-12","2018-10-09",146490,0,"EN",1
"62197",227318,1,2489,"2011-12-19","2018-10-12",62196,0,"EN",1
"30569",240661,1,796,"2016-08-07","2018-10-12",30568,0,"EN",0
"133252",34295755,0,2384,"2012-04-02","2018-10-12",133251,0,"EN",0
"149151",6590828,0,2638,"2011-07-23","2018-10-12",149150,0,"EN",0
"44521",2023,1,1787,"2013-11-12","2018-10-04",44520,0,"EN",0
"38032",48512491,1,2646,"2011-07-15","2018-10-12",38031,0,"EN",0
"113737",148357,1,2215,"2012-09-18","2018-10-12",113736,0,"EN",1
"158303",12307460,1,2711,"2011-05-11","2018-10-12",158302,0,"EN",0
"104493",8899188,1,2648,"2011-07-13","2018-10-12",104492,0,"EN",0
"9789",3351346,0,1358,"2015-01-23","2018-10-12",9788,0,"EN",0
"121867",13957707,0,2662,"2011-06-29","2018-10-12",121866,0,"EN",0
"57868",383966,1,2550,"2011-10-18","2018-10-11",57867,0,"EN",0
"100967",1583675,0,1170,"2015-07-30","2018-10-12",100966,0,"EN",0
"166385",1514001,0,2186,"2012-10-17","2018-10-12",166384,0,"EN",0
"8461",384760,1,2004,"2013-04-17","2018-10-12",8460,0,"EN",0
"120805",20226,1,1254,"2015-05-04","2018-10-09",120804,0,"EN",1
"56814",214494,1,1258,"2015-05-03","2018-10-12",56813,0,"EN",0
"66929",22913,1,1457,"2014-10-16","2018-10-12",66928,0,"EN",1
"156723",25598,1,1501,"2014-08-29","2018-10-08",156722,0,"EN",1
"108011",42260072,0,2643,"2011-07-18","2018-10-12",108010,0,"EN",0
"86850",982130,1,2161,"2012-11-11","2018-10-12",86849,0,"EN",0
"120680",14454253,1,2793,"2011-02-18","2018-10-12",120679,0,"EN",0
"34626",14164204,1,2798,"2011-02-13","2018-10-12",34625,0,"EN",0
"68265",1240215,0,2019,"2013-04-02","2018-10-12",68264,0,"EN",0
"12101",7011857,1,1495,"2014-09-08","2018-10-12",12100,0,"EN",0
"153605",2940297,1,1742,"2014-01-04","2018-10-12",153604,0,"EN",0
"41856",761565,1,3246,"2009-11-22","2018-10-12",41855,0,"EN",0
"43157",3311268,0,1598,"2014-05-28","2018-10-12",43156,0,"EN",0
"105477",2127782,1,1474,"2014-09-29","2018-10-12",105476,0,"EN",0
"3647",14476029,0,2587,"2011-09-12","2018-10-12",3646,0,"EN",0
"82515",7735,1,1201,"2015-06-29","2018-10-12",82514,0,"EN",1
"148920",730743,1,2534,"2011-11-04","2018-10-12",148919,0,"EN",0
"17657",20530887,0,1870,"2013-08-29","2018-10-12",17656,0,"EN",0
"27601",18655,0,1335,"2015-02-14","2018-10-11",27600,0,"EN",1
"121590",391674,1,1917,"2013-07-13","2018-10-12",121589,0,"EN",0
"147537",175704,1,1372,"2015-01-09","2018-10-12",147536,0,"EN",0
"86267",10177282,1,638,"2017-01-12","2018-10-12",86266,0,"EN",0
"89761",4294508,0,2044,"2013-03-08","2018-10-12",89760,0,"EN",0
"137900",13245131,1,2270,"2012-07-25","2018-10-12",137899,0,"EN",0
"82537",588980,1,1471,"2014-10-02","2018-10-12",82536,0,"EN",0
"114723",34356681,0,2086,"2013-01-25","2018-10-12",114722,0,"EN",0
"159593",4908,1,1993,"2013-04-21","2018-10-05",159592,0,"EN",1
"65132",2280512,1,2991,"2010-08-04","2018-10-12",65131,0,"EN",0
"90365",2523535,0,2058,"2013-02-22","2018-10-12",90364,0,"EN",0
"34824",4811112,1,2278,"2012-07-17","2018-10-12",34823,0,"EN",0
"20425",963402,0,1402,"2014-12-10","2018-10-12",20424,0,"EN",0
"45928",74201622,0,1703,"2014-02-12","2018-10-12",45927,0,"EN",0
"40869",120307739,1,2787,"2011-02-24","2018-10-12",40868,0,"EN",0
"148906",101832794,0,3258,"2009-11-10","2018-10-12",148905,0,"EN",0
"108946",1364800,0,2210,"2012-09-23","2018-10-12",108945,0,"EN",0
"113780",1315539,1,1888,"2013-08-11","2018-10-12",113779,0,"EN",0
"63363",571306,1,1505,"2014-08-29","2018-10-12",63362,0,"EN",0
"117106",7229773,1,2121,"2012-12-21","2018-10-12",117105,0,"EN",0
"96286",97317,1,965,"2016-02-20","2018-10-12",96285,0,"EN",1
"102570",2580209,0,3039,"2010-06-17","2018-10-12",102569,0,"EN",0
"153660",2072313,1,1617,"2014-05-09","2018-10-12",153659,0,"EN",0
"72643",102721,1,1963,"2013-05-27","2018-10-11",72642,0,"EN",0
"85414",6269175,0,3524,"2009-02-17","2018-10-12",85413,0,"EN",0
"396",2194776,0,3190,"2010-01-17","2018-10-12",395,0,"EN",0
"15863",10941766,1,2386,"2012-03-31","2018-10-12",15862,0,"EN",0
"67334",34237522,0,2048,"2013-03-04","2018-10-12",67333,0,"EN",0
"71309",808523,1,1892,"2013-08-07","2018-10-12",71308,0,"EN",0
"46980",3487790,1,2296,"2012-06-29","2018-10-12",46979,0,"EN",0
"11669",2895810,0,2328,"2012-05-28","2018-10-12",11668,0,"EN",0
"14314",92288,1,1565,"2014-06-30","2018-10-12",14313,0,"EN",1
"19591",253096,1,1814,"2013-10-24","2018-10-12",19590,0,"EN",1
"117044",2176061,1,1447,"2014-10-26","2018-10-12",117043,0,"EN",0
"165901",98635,1,2187,"2012-10-11","2018-10-07",165900,0,"EN",1
"150133",5634,1,3505,"2009-03-08","2018-10-12",150132,0,"EN",1
"105003",920157,1,2383,"2012-04-03","2018-10-12",105002,0,"EN",0
"80489",12208982,1,1898,"2013-08-01","2018-10-12",80488,0,"EN",0
"107909",3725526,1,1602,"2014-05-24","2018-10-12",107908,0,"EN",0
"25542",3816,1,2154,"2012-11-14","2018-10-08",25541,0,"NO",1
"134652",6724,0,2194,"2012-10-09","2018-10-12",134651,0,"EN",1
"112491",748760,1,1558,"2014-07-07","2018-10-12",112490,0,"EN",0
"127933",38228,1,653,"2016-12-28","2018-10-12",127932,0,"EN",1
"164589",325000,1,2712,"2011-05-10","2018-10-12",164588,0,"EN",0
"130219",30027278,1,2296,"2012-06-29","2018-10-12",130218,0,"EN",0
"56439",12029585,0,3323,"2009-09-06","2018-10-12",56438,0,"EN",0
"141132",377733,0,1000,"2016-01-16","2018-10-12",141131,0,"EN",0
"158887",3817,0,685,"2016-11-26","2018-10-12",158886,0,"DE",0
"8544",14914146,0,2747,"2011-04-05","2018-10-12",8543,0,"EN",0
"80437",6092,1,1581,"2014-06-14","2018-10-12",80436,0,"EN",1
"116401",7372889,0,2725,"2011-04-26","2018-10-11",116400,0,"EN",0
"69909",62456,1,2202,"2012-09-30","2018-10-11",69908,0,"EN",0
"67490",627767,1,1067,"2015-11-10","2018-10-12",67489,0,"EN",0
"120929",2451031,1,2272,"2012-07-23","2018-10-12",120928,0,"EN",0
"160609",12661334,0,3051,"2010-06-05","2018-10-12",160608,0,"EN",0
"8122",5671928,0,1423,"2014-11-19","2018-10-12",8121,0,"EN",0
"31737",6208,0,2403,"2012-03-14","2018-10-12",31736,0,"DE",1
"147956",24503,1,1909,"2013-07-13","2018-10-04",147955,0,"EN",1
"74703",1925741,1,2109,"2013-01-02","2018-10-12",74702,0,"EN",0
"50711",13152835,0,2795,"2011-02-16","2018-10-12",50710,0,"EN",0
"58407",32491,1,1593,"2014-06-02","2018-10-12",58406,0,"EN",1
"40605",5797866,0,2555,"2011-10-14","2018-10-12",40604,0,"EN",0
"102228",59610,1,1699,"2014-02-07","2018-10-03",102227,0,"EN",1
"29392",20451884,0,2670,"2011-06-21","2018-10-12",29391,0,"EN",0
"118228",1949520,1,1776,"2013-12-01","2018-10-12",118227,0,"EN",0
"12482",10083919,1,2679,"2011-06-12","2018-10-12",12481,0,"EN",0
"98304",826870,1,1542,"2014-07-23","2018-10-12",98303,0,"EN",0
"104153",1802074,0,2520,"2011-11-18","2018-10-12",104152,0,"EN",0
"142794",1224612,1,2724,"2011-04-28","2018-10-12",142793,0,"EN",0
"730",3666,1,1528,"2014-08-02","2018-10-08",729,0,"EN",1
"2436",2422,1,1602,"2014-05-10","2018-09-28",2435,0,"EN",1
"104248",1164,0,2087,"2013-01-18","2018-10-06",104247,0,"EN",1
"46387",1506251,0,985,"2016-01-31","2018-10-12",46386,0,"EN",0
"103354",3346468,0,931,"2016-03-25","2018-10-12",103353,0,"EN",0
"154916",3817822,1,1871,"2013-08-28","2018-10-12",154915,0,"EN",0
"39010",11144,1,948,"2016-03-08","2018-10-12",39009,0,"EN",1
"35080",878504,1,1407,"2014-12-05","2018-10-12",35079,0,"EN",0
"31560",12174882,1,2458,"2012-01-19","2018-10-12",31559,0,"EN",0
"131265",392313,1,1941,"2013-06-19","2018-10-12",131264,0,"EN",0
"106321",63353013,0,3198,"2010-01-09","2018-10-12",106320,0,"EN",0
"85878",54730882,0,3699,"2008-08-26","2018-10-12",85877,0,"EN",0
