"","views","mature","life_time","created_at","updated_at","numeric_id","dead_account","language","affiliate"
"59160",8096,1,602,"2017-02-17","2018-10-12",59159,0,"1",1
"29837",14733,0,1777,"2013-11-30","2018-10-12",29836,0,"1",1
"139668",0,0,222,"2013-10-29","2014-06-08",139667,1,"11",0
"29934",6742,1,772,"2016-08-31","2018-10-12",29933,0,"10",1
"138328",25748189,1,2492,"2011-12-16","2018-10-12",138327,0,"5",0
"102862",476,0,829,"2016-06-16","2018-09-23",102861,0,"1",0
"165740",2409,0,1871,"2013-08-09","2018-09-23",165739,0,"1",1
"65904",241,0,2409,"2011-08-07","2018-03-12",65903,1,"1",0
"3517",2041,1,2453,"2012-01-23","2018-10-11",3516,0,"1",0
"7602",16596,0,2036,"2013-02-25","2018-09-23",7601,0,"1",1
"51241",4204,0,1424,"2014-11-18","2018-10-12",51240,0,"1",1
"11178",24366,1,1267,"2015-04-24","2018-10-12",11177,0,"1",1
"82315",38768134,0,2545,"2011-10-24","2018-10-12",82314,0,"13",0
"49501",218301,0,1711,"2014-02-03","2018-10-11",49500,0,"1",1
"96200",3683,0,865,"2016-05-26","2018-10-08",96199,0,"1",1
"150362",362,1,892,"2016-03-02","2018-08-11",150361,0,"1",0
"156463",20865,1,1519,"2014-08-15","2018-10-12",156462,0,"1",0
"162340",3787,0,511,"2017-05-17","2018-10-10",162339,0,"7",1
"163643",8351,1,1948,"2013-06-08","2018-10-08",163642,0,"1",1
"124536",4755,1,740,"2016-10-02","2018-10-12",124535,0,"7",1
"146035",3460,1,1027,"2015-12-19","2018-10-11",146034,0,"1",1
"15902",133051,0,1330,"2015-02-20","2018-10-12",15901,0,"1",0
"37499",7133,0,1543,"2014-06-17","2018-09-07",37498,0,"1",0
"139051",4543,0,1261,"2015-04-30","2018-10-12",139050,0,"10",0
"87048",25081,0,1933,"2013-06-25","2018-10-10",87047,0,"10",0
"19115",41902,0,2224,"2012-08-28","2018-09-30",19114,0,"1",1
"74801",478,0,1635,"2014-04-06","2018-09-27",74800,0,"1",1
"80801",13753,1,2275,"2012-07-20","2018-10-12",80800,0,"1",1
"133363",1753,1,2807,"2011-02-03","2018-10-11",133362,0,"1",1
"5450",3034,1,704,"2016-11-02","2018-10-07",5449,0,"1",1
"34464",6171,0,1189,"2015-07-10","2018-10-11",34463,0,"7",1
"59478",135,0,556,"2017-03-30","2018-10-07",59477,0,"1",0
"65341",3160,0,530,"2017-04-24","2018-10-06",65340,0,"7",1
"45191",4099,0,1669,"2014-03-17","2018-10-11",45190,0,"1",1
"94822",3543,0,2008,"2011-07-26","2017-01-23",94821,1,"1",0
"49007",14645,1,2439,"2012-02-07","2018-10-12",49006,0,"1",1
"1835",1968,1,2347,"2012-05-06","2018-10-09",1834,0,"1",0
"39195",4879,0,979,"2016-02-06","2018-10-12",39194,0,"12",1
"22794",5723,0,1207,"2015-06-19","2018-10-08",22793,0,"5",0
"163600",2832,0,1787,"2013-10-18","2018-09-09",163599,0,"13",0
"85330",1845,1,371,"2017-10-06","2018-10-12",85329,0,"1",1
"42319",1466,0,1270,"2015-04-20","2018-10-11",42318,0,"1",1
"105232",2154,0,1750,"2013-12-23","2018-10-08",105231,0,"1",0
"35830",73039,0,1085,"2015-10-23","2018-10-12",35829,0,"3",0
"5116",3019,1,1611,"2014-05-07","2018-10-04",5115,0,"1",1
"103751",979,1,1261,"2015-04-24","2018-10-06",103750,0,"1",0
"19117",38540,1,973,"2016-02-12","2018-10-12",19116,0,"1",1
"153791",5367,0,2055,"2013-02-25","2018-10-12",153790,0,"1",1
"90927",3605,1,1907,"2013-07-20","2018-10-09",90926,0,"7",1
"35637",2140,1,344,"2017-11-02","2018-10-12",35636,0,"1",1
"59205",2562,0,1357,"2015-01-11","2018-09-29",59204,0,"1",0
"132927",123073,1,2192,"2012-10-11","2018-10-12",132926,0,"1",0
"15816",6229,1,1013,"2016-01-02","2018-10-11",15815,0,"1",1
"23018",2174,1,1248,"2015-05-11","2018-10-10",23017,0,"1",0
"54718",30839,1,2103,"2013-01-08","2018-10-12",54717,0,"1",1
"110474",2017,1,1018,"2015-03-29","2018-01-10",110473,1,"1",0
"90774",4573,1,638,"2017-01-12","2018-10-12",90773,0,"1",1
"34619",247,0,1044,"2015-11-06","2018-09-15",34618,0,"1",0
"158505",113,0,2048,"2012-12-14","2018-07-24",158504,0,"1",0
"151303",4456,0,555,"2017-04-01","2018-10-08",151302,0,"1",1
"84203",635,1,822,"2016-07-05","2018-10-05",84202,0,"1",0
"20263",9281,0,978,"2016-02-04","2018-10-09",20262,0,"1",1
"41234",13556,1,488,"2017-06-11","2018-10-12",41233,0,"10",1
"136089",10114,1,1954,"2013-06-02","2018-10-08",136088,0,"1",1
"35655",431,1,1738,"2014-01-03","2018-10-07",35654,0,"1",0
"97580",1619,1,2136,"2012-12-06","2018-10-12",97579,0,"1",0
"11470",4146,1,1076,"2015-10-30","2018-10-10",11469,0,"1",1
"75622",1820,1,2145,"2012-11-27","2018-10-12",75621,0,"1",1
"47543",1581,0,1220,"2015-05-25","2018-09-26",47542,0,"1",0
"3317",9457,0,2098,"2013-01-13","2018-10-12",3316,0,"5",1
"151354",604,0,1420,"2014-09-29","2018-08-19",151353,0,"11",0
"4345",9195,1,891,"2016-05-04","2018-10-12",4344,0,"1",1
"297",35482,0,2547,"2011-10-21","2018-10-11",296,0,"14",0
"128750",31094,1,1430,"2014-11-11","2018-10-11",128749,0,"7",1
"1660",11708,1,2079,"2013-01-30","2018-10-10",1659,0,"1",1
"73184",8700,0,1863,"2013-09-05","2018-10-12",73183,0,"7",1
"55883",416,0,678,"2016-11-28","2018-10-07",55882,0,"1",0
"61583",120,0,2161,"2012-08-13","2018-07-14",61582,0,"1",0
"80267",6208,1,2126,"2012-12-16","2018-10-12",80266,0,"1",1
"149476",17727,0,3288,"2009-10-11","2018-10-12",149475,0,"1",1
"158370",4484,1,617,"2017-02-02","2018-10-12",158369,0,"7",1
"14863",58759,1,1123,"2015-09-15","2018-10-12",14862,0,"1",1
"146233",3301,0,1842,"2013-09-26","2018-10-12",146232,0,"1",1
"8407",775,1,997,"2016-01-15","2018-10-08",8406,0,"1",0
"44265",13822,0,1712,"2014-02-03","2018-10-12",44264,0,"8",0
"155520",1662,1,726,"2016-10-08","2018-10-04",155519,0,"1",0
"71641",14369,1,505,"2017-05-25","2018-10-12",71640,0,"1",1
"164237",1752,1,2462,"2012-01-15","2018-10-12",164236,0,"1",1
"116057",6919,1,2104,"2013-01-07","2018-10-12",116056,0,"1",1
"154018",5552,1,972,"2016-02-09","2018-10-08",154017,0,"1",1
"92095",21988,0,3797,"2008-05-17","2018-10-09",92094,0,"1",1
"112763",379,0,985,"2016-01-17","2018-09-28",112762,0,"1",0
"150343",829285,0,2075,"2013-02-05","2018-10-12",150342,0,"1",0
"120405",1536,1,1763,"2013-12-11","2018-10-09",120404,0,"1",0
"100562",9198,1,612,"2017-02-07","2018-10-12",100561,0,"1",1
"150586",691,0,255,"2018-01-28","2018-10-10",150585,0,"1",1
"52554",1214,1,620,"2017-01-18","2018-09-30",52553,0,"1",0
"148879",819141,0,1949,"2013-06-11","2018-10-12",148878,0,"1",0
"124082",2409,1,1136,"2015-08-13","2018-09-22",124081,0,"1",0
"157371",1530833,1,1489,"2014-07-17","2018-08-14",157370,0,"1",0
"44947",938,0,1551,"2014-07-05","2018-10-03",44946,0,"1",0
"88424",2645,1,2397,"2012-03-20","2018-10-12",88423,0,"1",0
"47616",2012,1,1629,"2014-04-13","2018-09-28",47615,0,"1",1
"149531",1985,1,1005,"2016-01-10","2018-10-11",149530,0,"1",1
"24152",5528,1,1382,"2014-12-30","2018-10-12",24151,0,"1",0
"145146",46771,0,1026,"2015-12-21","2018-10-12",145145,0,"1",1
"396",2194776,0,3190,"2010-01-17","2018-10-12",395,0,"1",0
"161702",1321,1,2322,"2012-05-14","2018-09-22",161701,0,"14",0
"136893",1153,1,636,"2016-12-12","2018-09-09",136892,0,"8",0
"50512",2250,1,1906,"2013-06-29","2018-09-17",50511,0,"1",1
"39541",3551,0,715,"2016-10-25","2018-10-10",39540,0,"1",0
"161500",36724,1,1428,"2014-11-14","2018-10-12",161499,0,"1",1
"58721",149,0,2016,"2013-03-11","2018-09-17",58720,0,"1",1
"7077",2382,1,1267,"2015-03-24","2018-09-11",7076,0,"1",0
"39342",8420,1,2005,"2013-04-11","2018-10-07",39341,0,"1",0
"78407",15807,0,1621,"2014-05-01","2018-10-08",78406,0,"2",1
"35877",23019,1,3409,"2009-06-12","2018-10-12",35876,0,"1",1
"147603",5021,1,1577,"2014-06-18","2018-10-12",147602,0,"1",1
"158925",38372,0,2126,"2012-11-28","2018-09-24",158924,0,"6",0
"36933",2744,1,1725,"2014-01-20","2018-10-11",36932,0,"1",1
"9328",432,0,1647,"2014-03-30","2018-10-02",9327,0,"1",0
"73260",4723,1,1707,"2014-02-04","2018-10-08",73259,0,"1",0
"17226",4752,1,1858,"2013-09-04","2018-10-06",17225,0,"7",0
"123788",2762,0,1552,"2014-07-12","2018-10-11",123787,0,"2",1
"56788",19987,0,587,"2017-03-04","2018-10-12",56787,0,"1",1
"72301",18474,1,1164,"2015-08-05","2018-10-12",72300,0,"5",1
"106187",2612,1,1566,"2014-06-27","2018-10-10",106186,0,"1",1
"14578",1100,0,189,"2018-04-04","2018-10-10",14577,0,"7",0
"151490",46084,1,2607,"2011-08-21","2018-10-10",151489,0,"13",1
"60485",16004,1,1378,"2014-12-30","2018-10-08",60484,0,"1",1
"62479",1514,0,403,"2017-09-03","2018-10-11",62478,0,"1",1
"141984",282,0,1028,"2015-12-19","2018-10-12",141983,0,"1",0
"83191",3133,1,1896,"2013-08-03","2018-10-12",83190,0,"1",1
"82720",41386,1,2812,"2011-01-25","2018-10-07",82719,0,"7",0
"116844",1773,0,1052,"2015-11-14","2018-10-01",116843,0,"1",0
"67546",14523,0,1438,"2014-10-28","2018-10-05",67545,0,"1",1
"68878",538484,0,3369,"2009-07-20","2018-10-10",68877,0,"10",0
"113126",13064,1,2455,"2012-01-22","2018-10-12",113125,0,"1",1
"64805",26009,1,1779,"2013-11-18","2018-10-02",64804,0,"1",0
"12214",1615,1,913,"2016-04-09","2018-10-09",12213,0,"1",1
"54476",1970201,0,703,"2016-11-08","2018-10-12",54475,0,"6",0
"92391",15994,0,1294,"2015-03-28","2018-10-12",92390,0,"13",1
"114818",25771,0,1241,"2015-05-19","2018-10-11",114817,0,"1",1
"41641",289617,1,1230,"2015-05-31","2018-10-12",41640,0,"1",0
"34128",1298,0,1140,"2015-08-15","2018-09-28",34127,0,"1",0
"81692",5549,0,792,"2016-08-08","2018-10-09",81691,0,"3",1
"151972",4694,1,2424,"2012-02-21","2018-10-11",151971,0,"1",1
"112438",3769,0,1384,"2014-12-28","2018-10-12",112437,0,"1",1
"36822",2823,1,1950,"2013-06-10","2018-10-12",36821,0,"1",0
"87985",7514,0,1435,"2014-11-05","2018-10-10",87984,0,"1",1
"13233",408,0,2650,"2011-07-11","2018-10-12",13232,0,"1",0
"51283",5183,0,1777,"2013-11-30","2018-10-12",51282,0,"1",0
"133071",2063,1,563,"2017-03-28","2018-10-12",133070,0,"7",0
"24571",8232,0,1321,"2015-02-23","2018-10-06",24570,0,"1",1
"5669",18529,1,2016,"2013-04-04","2018-10-11",5668,0,"13",1
"107517",658,0,1486,"2014-09-14","2018-10-09",107516,0,"1",0
"78572",4371,1,1678,"2014-03-06","2018-10-09",78571,0,"1",1
"127513",984378,0,1694,"2014-02-21","2018-10-12",127512,0,"6",0
"120244",117,0,1128,"2015-09-09","2018-10-11",120243,0,"1",0
"159222",11534,0,993,"2016-01-20","2018-10-09",159221,0,"4",0
"123140",14840,1,3153,"2009-12-23","2018-08-11",123139,0,"1",0
"70224",5222,0,2095,"2013-01-16","2018-10-12",70223,0,"1",0
"85889",25081,1,1898,"2013-07-24","2018-10-04",85888,0,"1",1
"38062",9475,1,859,"2016-06-02","2018-10-09",38061,0,"1",1
"91141",611,0,551,"2017-04-08","2018-10-11",91140,0,"1",0
"17877",9356,1,1495,"2014-09-08","2018-10-12",17876,0,"1",1
"83036",823,1,985,"2016-01-31","2018-10-12",83035,0,"1",0
"124024",4973,0,2039,"2013-03-08","2018-10-07",124023,0,"1",1
"125559",949,0,2115,"2012-09-19","2018-07-05",125558,1,"1",0
"110733",1054,1,263,"2018-01-22","2018-10-12",110732,0,"1",1
"144320",1814,1,2029,"2013-01-09","2018-07-31",144319,0,"1",0
"106856",3576,1,2235,"2012-08-29","2018-10-12",106855,0,"1",0
"138362",6346,0,882,"2016-05-13","2018-10-12",138361,0,"10",1
"7486",182,0,390,"2017-09-13","2018-10-08",7485,0,"1",0
"2702",3459,1,1057,"2015-11-15","2018-10-07",2701,0,"1",1
"6733",502677,0,1531,"2014-08-03","2018-10-12",6732,0,"2",0
"1732",63534,0,1348,"2015-02-02","2018-10-12",1731,0,"5",0
"91027",12074,1,1671,"2014-03-16","2018-10-12",91026,0,"1",1
"97760",3872,0,2054,"2013-02-22","2018-10-08",97759,0,"1",0
"5973",1491,0,2311,"2012-05-12","2018-09-09",5972,0,"1",1
"115919",10313,0,1017,"2015-12-30","2018-10-12",115918,0,"10",1
"154692",275791,0,2296,"2012-06-29","2018-10-12",154691,0,"5",1
"38917",8338,0,1957,"2013-06-03","2018-10-12",38916,0,"1",1
"87583",3138,1,1862,"2013-09-06","2018-10-12",87582,0,"1",0
"14842",985,0,367,"2017-10-01","2018-10-03",14841,0,"1",1
"2133",4879,1,209,"2018-03-17","2018-10-12",2132,0,"7",0
"44414",94,0,2417,"2012-02-20","2018-10-03",44413,0,"1",0
"12794",5743,1,2653,"2011-07-08","2018-10-12",12793,0,"1",1
"99126",5563,0,1743,"2014-01-03","2018-10-12",99125,0,"1",1
"34850",192,0,1429,"2014-10-24","2018-09-22",34849,0,"9",0
"95899",4249,1,2166,"2012-08-26","2018-08-01",95898,0,"1",0
"70074",86,0,2654,"2011-03-12","2018-06-17",70073,1,"1",0
"26804",781,0,2101,"2012-10-02","2018-07-04",26803,1,"11",0
"133953",8345,1,1553,"2014-07-12","2018-10-12",133952,0,"1",0
"40884",1963,1,1985,"2013-05-03","2018-10-09",40883,0,"1",0
"105419",20016,1,1848,"2013-09-15","2018-10-07",105418,0,"1",1
"119529",9504,1,2036,"2013-03-16","2018-10-12",119528,0,"1",0
"128635",1330,1,1003,"2015-12-21","2018-09-19",128634,0,"7",0
"17723",611,0,254,"2018-01-30","2018-10-11",17722,0,"1",0
"99549",4968,1,2179,"2012-10-24","2018-10-12",99548,0,"6",1
"37294",631527,1,1343,"2015-02-07","2018-10-12",37293,0,"7",0
"158723",1628,0,2123,"2012-12-01","2018-09-24",158722,0,"1",0
"136688",3043,0,1801,"2013-11-03","2018-10-09",136687,0,"1",0
"70837",3468,0,1489,"2014-09-12","2018-10-10",70836,0,"1",1
"148913",23629,1,1499,"2014-09-04","2018-10-12",148912,0,"1",1
"90256",6217,0,1717,"2014-01-28","2018-10-11",90255,0,"1",1
"99887",23187,0,1144,"2015-08-25","2018-10-12",99886,0,"4",1
"70798",895,0,2341,"2012-05-15","2018-10-12",70797,0,"1",0
"25286",5011,0,2376,"2012-03-22","2018-09-23",25285,0,"1",1
"9533",6457,1,1033,"2015-12-14","2018-10-12",9532,0,"1",1
"125173",1073,1,731,"2016-10-09","2018-10-10",125172,0,"1",0
"71114",23212,0,623,"2017-01-20","2018-10-05",71113,0,"2",1
"41110",1553,0,1047,"2015-11-30","2018-10-12",41109,0,"1",1
"41131",1374,1,1350,"2015-01-28","2018-10-09",41130,0,"1",1
"80781",3551,1,1269,"2015-04-22","2018-10-12",80780,0,"1",0
"39704",1735,0,1002,"2016-01-01","2018-09-29",39703,0,"1",1
"159550",12492,0,2112,"2012-12-30","2018-10-12",159549,0,"15",1
"1068",453,1,1281,"2015-03-19","2018-09-20",1067,0,"9",0
"59410",20639,0,1075,"2015-11-02","2018-10-12",59409,0,"13",1
"145537",2599,1,547,"2017-04-12","2018-10-11",145536,0,"1",1
"85197",4409,1,941,"2016-03-15","2018-10-12",85196,0,"1",1
"166010",106752,0,1737,"2014-01-08","2018-10-11",166009,0,"1",0
"19004",2245,1,994,"2016-01-21","2018-10-11",19003,0,"1",1
"27174",1774,0,825,"2016-07-08","2018-10-11",27173,0,"1",1
"65728",7623,1,1105,"2015-10-02","2018-10-11",65727,0,"1",1
"99838",33445,1,3375,"2009-07-15","2018-10-11",99837,0,"1",1
"158843",2445,1,2160,"2012-11-12","2018-10-12",158842,0,"1",1
"129649",2120,0,1946,"2013-06-05","2018-10-03",129648,0,"5",0
"136317",1884,0,970,"2015-12-12","2018-08-08",136316,0,"1",1
"148134",9634,0,1853,"2013-08-06","2018-09-02",148133,0,"1",0
"99107",98364,1,1116,"2015-09-22","2018-10-12",99106,0,"7",0
"122981",22926,0,2360,"2012-04-17","2018-10-03",122980,0,"1",0
"125606",804,1,1059,"2015-10-10","2018-09-03",125605,0,"1",0
"113699",4237,0,1834,"2013-10-04","2018-10-12",113698,0,"1",1
"87557",188049,0,2454,"2012-01-19","2018-10-08",87556,0,"1",0
"66663",9211,1,1565,"2014-06-29","2018-10-11",66662,0,"7",1
"165935",879,1,177,"2018-04-14","2018-10-08",165934,0,"1",1
"109772",3262,0,895,"2016-04-30","2018-10-12",109771,0,"1",0
"96798",33271,0,1486,"2014-09-17","2018-10-12",96797,0,"8",1
"120296",75575,0,992,"2016-01-24","2018-10-12",120295,0,"12",0
"27666",2054,1,1582,"2014-06-13","2018-10-12",27665,0,"1",0
"96203",51681262,0,2330,"2012-05-26","2018-10-12",96202,0,"5",0
"91038",1471,0,2266,"2012-06-09","2018-08-23",91037,0,"1",0
"53524",1923,0,1126,"2015-09-12","2018-10-12",53523,0,"1",1
"117180",1921,0,764,"2016-05-17","2018-06-20",117179,1,"5",0
"87314",648,0,2497,"2011-11-13","2018-09-14",87313,0,"1",0
"52249",1456,1,2529,"2011-08-30","2018-08-02",52248,0,"1",0
"6832",6758,1,1531,"2014-08-03","2018-10-12",6831,0,"1",0
"59383",2827,0,1544,"2014-07-18","2018-10-09",59382,0,"2",1
"121095",372,0,960,"2015-10-31","2018-06-17",121094,1,"1",0
"160978",1834,0,1594,"2014-05-25","2018-10-05",160977,0,"8",0
"52227",4755,1,1861,"2013-09-07","2018-10-12",52226,0,"1",0
"19255",33860,0,828,"2016-07-06","2018-10-12",19254,0,"5",1
"101630",1074,1,2028,"2013-02-13","2018-09-03",101629,0,"1",0
"127112",17845,1,1900,"2013-07-28","2018-10-10",127111,0,"5",1
"167373",3375,1,1350,"2015-01-31","2018-10-12",167372,0,"2",1
"111917",7999,0,1762,"2013-12-12","2018-10-09",111916,0,"1",1
"37862",7711,1,1318,"2015-03-03","2018-10-11",37861,0,"1",1
"11465",130426,1,1950,"2013-06-10","2018-10-12",11464,0,"1",1
"142477",608,0,2216,"2012-09-17","2018-10-12",142476,0,"1",0
"41768",3685,1,645,"2017-01-05","2018-10-12",41767,0,"1",1
"82365",1416,0,3262,"2009-10-29","2018-10-04",82364,0,"1",0
"122839",39018,1,1429,"2014-11-13","2018-10-12",122838,0,"1",1
"103684",6632,0,356,"2017-10-21","2018-10-12",103683,0,"1",1
"60125",2542,0,1502,"2014-09-01","2018-10-12",60124,0,"1",0
"137496",123203,0,1474,"2014-09-29","2018-10-12",137495,0,"1",1
"77372",1536,0,813,"2016-07-21","2018-10-12",77371,0,"1",0
"102161",385164,1,2719,"2011-05-03","2018-10-12",102160,0,"1",0
"130114",2628,1,2188,"2012-10-07","2018-10-04",130113,0,"1",1
"144790",4012,0,1188,"2015-06-30","2018-09-30",144789,0,"1",1
"140973",17998,1,1932,"2013-06-11","2018-09-25",140972,0,"2",0
"34746",238004,1,2645,"2011-07-16","2018-10-12",34745,0,"21",0
"15884",5983,1,1776,"2013-12-01","2018-10-12",15883,0,"1",1
"135502",20209,1,1157,"2015-08-12","2018-10-12",135501,0,"1",1
"37563",24407,0,2268,"2012-07-19","2018-10-04",37562,0,"1",1
"18666",1878,1,2522,"2011-11-12","2018-10-08",18665,0,"1",1
"19353",1367,0,1441,"2014-11-01","2018-10-12",19352,0,"1",1
"62200",12155,1,2154,"2012-11-11","2018-10-05",62199,0,"1",0
"228",2435,0,1178,"2015-07-21","2018-10-11",227,0,"1",1
"119016",2078,0,1346,"2015-02-04","2018-10-12",119015,0,"9",0
"150291",220560,1,2595,"2011-09-04","2018-10-12",150290,0,"1",1
"96988",79979,1,2455,"2012-01-18","2018-10-08",96987,0,"1",0
"52172",9526,0,644,"2017-01-02","2018-10-08",52171,0,"1",1
"87421",5463,0,783,"2016-08-19","2018-10-11",87420,0,"1",1
"81175",52168,0,1805,"2013-11-02","2018-10-12",81174,0,"1",1
"97208",23322,1,1396,"2014-12-16","2018-10-12",97207,0,"1",1
"104221",3077462,1,2979,"2010-08-16","2018-10-12",104220,0,"1",0
"82299",372,1,2071,"2013-02-02","2018-10-05",82298,0,"1",0
"74208",350,0,2598,"2011-08-31","2018-10-11",74207,0,"1",0
"40402",3771,0,477,"2017-06-22","2018-10-12",40401,0,"3",1
"72380",1721,1,510,"2017-05-17","2018-10-09",72379,0,"7",0
"33668",9688,1,1617,"2014-05-07","2018-10-10",33667,0,"1",1
"163758",5809,0,2022,"2013-03-30","2018-10-12",163757,0,"1",1
"143682",6265,0,1408,"2014-12-03","2018-10-11",143681,0,"11",1
"77506",23400,0,1432,"2014-11-10","2018-10-12",77505,0,"1",0
"43808",2158,0,1942,"2013-06-15","2018-10-09",43807,0,"1",0
"11587",1355,1,2628,"2011-07-31","2018-10-10",11586,0,"1",0
"6079",5973,1,1882,"2013-08-04","2018-09-29",6078,0,"13",1
"39928",3360,1,1641,"2014-04-09","2018-10-06",39927,0,"1",0
"36051",1022,1,2449,"2012-01-27","2018-10-11",36050,0,"1",0
"130843",259452,1,2834,"2011-01-08","2018-10-12",130842,0,"1",1
"162355",20782,1,3393,"2009-06-26","2018-10-10",162354,0,"1",1
"8381",989,0,1432,"2014-10-24","2018-09-25",8380,0,"1",0
"159729",3290,1,1159,"2015-08-09","2018-10-11",159728,0,"1",1
"33492",467,0,1202,"2015-04-03","2018-07-18",33491,0,"1",0
"107774",826,0,611,"2017-02-07","2018-10-11",107773,0,"1",0
"14416",2580,0,779,"2016-08-24","2018-10-12",14415,0,"1",1
"166437",2821,0,996,"2016-01-17","2018-10-09",166436,0,"1",1
"119294",980,0,2303,"2012-06-19","2018-10-09",119293,0,"1",0
"58891",736,0,1672,"2014-03-07","2018-10-04",58890,0,"1",0
"83506",385,0,621,"2016-12-28","2018-09-10",83505,0,"8",0
"42006",1661,0,2062,"2013-02-16","2018-10-10",42005,0,"1",0
"60035",2309,1,422,"2017-08-05","2018-10-01",60034,0,"1",1
"47362",22051,1,455,"2017-07-14","2018-10-12",47361,0,"1",1
"143758",7059,1,2484,"2011-12-24","2018-10-12",143757,0,"1",0
"92562",1872,0,2120,"2012-12-01","2018-09-21",92561,0,"1",0
"145754",8312,1,2174,"2012-10-27","2018-10-10",145753,0,"1",0
"158302",12663,1,3818,"2008-04-29","2018-10-12",158301,0,"1",1
"8678",2215,1,844,"2016-06-07","2018-09-29",8677,0,"1",0
"50247",237,0,2761,"2011-03-20","2018-10-10",50246,0,"1",0
"101855",29209,0,1797,"2013-10-22","2018-09-23",101854,0,"1",0
"93619",30075,1,1603,"2014-05-08","2018-09-27",93618,0,"1",0
"149275",14311,1,1783,"2013-11-05","2018-09-23",149274,0,"1",0
"50459",712,0,555,"2017-04-05","2018-10-12",50458,0,"1",0
"60354",1482,0,609,"2017-02-04","2018-10-06",60353,0,"1",1
"30586",591,0,172,"2018-04-08","2018-09-27",30585,0,"1",0
"68762",5994,0,1393,"2014-12-19","2018-10-12",68761,0,"1",1
"47855",13169,1,2408,"2012-03-09","2018-10-12",47854,0,"1",0
"155913",66,0,255,"2018-01-16","2018-09-28",155912,0,"1",0
"49450",4262,1,1545,"2014-07-20","2018-10-12",49449,0,"5",0
"128834",140940,1,999,"2016-01-17","2018-10-12",128833,0,"1",1
"110786",1110,1,2249,"2012-08-06","2018-10-03",110785,0,"1",0
"90326",553,0,233,"2018-02-15","2018-10-06",90325,0,"1",0
"146163",351,0,1298,"2015-03-21","2018-10-09",146162,0,"1",0
"99807",1295,0,2351,"2012-04-19","2018-09-26",99806,0,"1",0
"117392",1294,0,1202,"2015-01-29","2018-05-15",117391,1,"9",0
"29668",9797,1,994,"2016-01-22","2018-10-12",29667,0,"8",0
"126899",2929,0,2845,"2010-11-27","2018-09-11",126898,0,"10",0
"25101",4395,0,3074,"2010-04-30","2018-09-29",25100,0,"1",0
"2665",25325,1,1347,"2015-02-03","2018-10-12",2664,0,"1",1
"78495",2126,0,1032,"2015-12-15","2018-10-12",78494,0,"1",1
"164790",12019,1,1532,"2014-08-02","2018-10-12",164789,0,"1",1
"124844",645,1,1666,"2014-03-16","2018-10-07",124843,0,"1",0
"63056",71230,0,412,"2017-08-26","2018-10-12",63055,0,"16",0
"30596",23478,1,2721,"2011-05-01","2018-10-12",30595,0,"20",1
"143341",3484,0,310,"2017-12-06","2018-10-12",143340,0,"2",0
